Tda	Prov	Prod	Existencia	Stk
5	57	80	58	-23
5	57	66	16	-22
5	57	82	66	-21
5	57	73	26	-20
5	57	79	224	-20
5	140	17	39	-20
5	528	6	51	-20
5	57	81	17	-19
5	140	16	46	-16
5	528	8	12	-14
5	57	68	13	-14
5	117	35	5	-13
5	191	38	4	-12
5	117	80	7	-12
5	296	3	-6	-9
5	117	68	9	-8
5	497	24	7	-8
5	57	72	3	-7
5	117	64	7	-7
5	537	12	10	-7
5	296	4	7	-7
5	525	4	-1	-7
5	525	2	11	-6
5	537	15	10	-5
5	117	51	7	-4
5	117	65	4	-4
5	289	45	10	-4
5	117	83	4	-4
5	642	101	11	-4
5	117	67	27	-3
5	117	79	5	-3
5	89	32	-3	-3
5	537	14	3	-3
5	650	3	6	-3
5	296	1	3	-2
5	117	86	2	-2
5	536	1	4	-2
18	89	463	-2	-2
5	140	13	2	-2
5	140	15	2	-2
5	646	104	2	-2
5	330	6	3	-2
5	117	74	2	-1
5	191	42	6	-1
5	568	7	5	-1
5	89	144	-1	-1
5	750	5	16	-1
5	289	47	20	-1
8	89	513	-1	-1
5	89	547	-1	-1
5	650	2	19	-1
5	267	64	3	0
5	515	14	2	0
5	515	8	1	0
5	156	24	5	0
5	515	7	1	0
5	156	101	4	0
5	191	37	2	0
44	132	142	1	0
5	497	23	3	0
5	259	2	2	0
5	445	142	1	0
5	261	108	1	0
5	330	3	1	0
5	296	5	6	0
5	382	8	4	0
5	390	101	1	0
44	323	2	1	0
5	433	120	1	0
5	117	98	4	0
5	445	124	1	0
5	445	110	-1	0
5	267	44	1	0
5	445	114	1	0
5	156	23	1	0
5	327	119	1	0
5	327	122	1	0
5	330	2	3	0
5	374	121	1	0
37	117	78	1	0
45	497	10	2	0
5	54	108	2	0
23	537	13	1	0
18	296	4	1	0
45	156	107	1	0
45	289	46	1	0
45	323	3	1	0
45	330	6	1	0
4	445	216	1	0
45	445	133	1	0
18	497	23	1	0
45	445	216	1	0
5	139	177	1	0
4	386	1	2	0
5	57	46	1	0
23	326	2	1	0
4	338	9	1	0
4	327	115	1	0
4	296	4	-1	0
4	296	3	1	0
4	296	1	1	0
23	154	9	1	0
4	245	11	1	0
4	245	6	1	0
20	117	60	1	0
20	117	78	1	0
18	510	8	1	0
5	117	55	1	0
42	117	88	1	0
5	140	14	3	0
5	140	10	3	0
5	140	8	1	0
5	140	7	1	0
5	140	2	1	0
5	139	191	11	0
5	139	185	2	0
5	139	125	1	0
5	117	85	3	0
5	117	84	1	0
5	54	109	1	0
5	117	70	8	0
5	54	126	9	0
5	117	54	2	0
5	117	49	2	0
5	117	45	4	0
5	117	43	1	0
5	117	28	2	0
18	117	60	1	0
5	113	187	1	0
5	113	121	1	0
5	62	5	1	0
5	57	70	3	0
5	57	62	2	0
5	156	19	1	0
5	117	71	10	0
9	117	69	-1	0
42	478	6	1	0
9	140	16	1	0
42	154	9	1	0
9	139	191	1	0
9	132	152	1	0
9	132	146	2	0
9	132	142	1	0
42	267	64	1	0
9	132	137	2	0
9	132	133	1	0
39	445	135	1	0
42	296	3	1	0
42	140	15	1	0
12	57	72	1	0
42	139	191	1	0
9	117	66	1	0
12	117	35	2	0
9	117	47	-1	0
12	117	60	1	0
12	117	65	1	0
9	57	81	2	0
12	117	68	1	0
42	433	104	2	0
42	445	136	3	0
12	117	83	1	0
42	445	197	1	0
12	117	88	1	0
5	530	2	10	0
9	117	85	1	0
42	54	118	2	0
40	323	2	1	0
40	384	3	1	0
40	433	105	1	0
9	565	140	1	0
40	445	165	-1	0
40	445	228	1	0
40	497	23	1	0
40	514	15	1	0
9	514	14	1	0
40	565	126	1	0
10	323	2	1	0
9	445	223	-1	0
42	154	3	1	0
10	382	3	1	0
12	132	133	1	0
39	742	3	-1	0
9	382	12	1	0
9	338	4	1	0
9	327	118	1	0
9	323	2	2	0
42	117	68	1	0
42	117	78	1	0
42	117	79	1	0
42	117	80	1	0
42	117	94	1	0
9	191	38	1	0
39	497	19	1	0
10	565	147	-1	0
42	54	115	1	0
8	117	61	1	0
9	54	114	2	0
8	140	1	1	0
8	139	191	1	0
8	139	185	-1	0
12	514	11	1	0
8	132	146	1	0
43	338	9	1	0
8	132	145	1	0
8	132	142	-1	0
8	132	134	-1	0
8	132	133	2	0
8	117	92	1	0
8	140	7	1	0
8	117	74	1	0
8	140	16	2	0
8	117	22	-1	0
8	117	9	1	0
8	113	186	1	0
12	565	139	1	0
8	54	118	1	0
8	54	117	1	0
37	140	16	1	0
5	565	146	1	0
44	54	121	1	0
5	560	9	2	0
44	117	35	1	0
5	537	3	9	0
46	117	64	1	0
37	445	119	-1	0
8	445	135	1	0
12	132	138	1	0
12	139	191	1	0
12	140	15	1	0
12	191	38	1	0
39	140	16	1	0
39	140	12	1	0
39	132	142	1	0
39	127	3	1	0
8	445	226	-1	0
42	565	147	1	0
8	445	202	2	0
8	445	201	-1	0
8	140	2	1	0
39	117	85	1	0
5	530	1	10	0
8	445	107	1	0
8	433	102	1	0
43	54	108	1	0
8	386	3	1	0
8	384	6	1	0
8	296	5	-1	0
12	445	197	1	0
8	267	64	1	0
12	445	228	1	0
43	191	38	1	0
8	154	9	1	0
8	154	5	1	0
12	497	11	1	0
8	445	197	1	0
52	117	95	1	0
22	117	60	1	0
3	117	68	1	0
46	132	149	1	0
20	478	6	1	0
4	117	68	1	0
52	445	120	1	0
4	117	45	1	0
46	140	16	1	0
46	296	1	1	0
46	327	113	1	0
4	89	452	1	0
3	154	9	1	0
22	132	137	1	0
3	568	4	1	0
4	117	60	1	0
20	699	100	-1	0
52	117	60	1	0
3	445	226	1	0
21	445	106	1	0
22	330	6	1	0
23	54	108	2	0
21	384	6	1	0
52	132	137	1	0
3	156	101	1	0
22	384	5	1	0
3	117	35	1	0
3	514	14	1	0
20	528	14	1	0
3	289	40	1	0
3	390	101	1	0
23	54	115	1	0
21	117	65	1	0
4	132	142	1	0
52	323	2	1	0
3	338	4	2	0
20	296	3	-1	0
3	127	3	1	0
3	132	138	1	0
5	156	21	1	0
21	514	13	1	0
46	445	201	1	0
3	327	115	1	0
3	338	10	1	0
23	117	60	1	0
3	646	101	3	0
23	117	68	1	0
23	117	35	1	0
21	117	91	1	0
22	510	7	1	0
12	89	663	1	1
12	132	151	2	1
21	289	25	1	1
21	258	4	1	1
12	57	79	2	1
12	57	80	1	1
12	57	81	2	1
12	140	16	1	1
12	289	32	1	1
12	289	31	1	1
12	154	7	1	1
12	140	17	2	1
12	156	106	1	1
12	154	3	1	1
12	289	25	1	1
12	89	545	1	1
21	245	2	1	1
12	245	2	1	1
21	258	2	1	1
21	258	3	1	1
12	117	100	1	1
12	154	9	1	1
12	154	11	1	1
12	154	12	1	1
21	323	1	1	1
21	289	41	1	1
21	289	33	1	1
21	289	35	1	1
12	117	67	1	1
21	289	38	1	1
12	117	87	1	1
21	289	45	1	1
12	117	90	1	1
12	117	80	1	1
21	289	47	1	1
12	117	78	1	1
12	117	74	1	1
12	117	71	1	1
21	289	43	1	1
21	289	42	1	1
12	117	70	1	1
12	117	81	1	1
21	289	49	2	1
12	132	148	1	1
21	289	31	1	1
21	289	32	1	1
12	117	92	1	1
12	117	101	1	1
12	117	99	1	1
12	117	89	1	1
12	117	97	1	1
12	132	149	2	1
12	117	96	1	1
12	117	95	1	1
12	117	93	1	1
12	117	64	1	1
12	289	33	2	1
12	117	91	1	1
21	296	3	1	1
12	395	5	1	1
12	384	1	1	1
12	445	144	2	1
12	445	139	1	1
12	445	137	1	1
12	445	135	1	1
12	445	134	1	1
12	445	131	1	1
12	445	107	1	1
12	445	200	1	1
12	395	6	1	1
12	445	203	1	1
12	395	4	1	1
12	395	3	1	1
12	395	2	1	1
12	386	2	1	1
12	384	6	1	1
12	384	4	1	1
12	384	3	1	1
12	289	46	1	1
21	132	142	1	1
12	445	232	1	1
21	117	92	1	1
21	117	93	1	1
12	497	19	1	1
12	497	18	1	1
12	497	17	1	1
21	117	95	1	1
21	117	96	1	1
21	117	97	1	1
12	445	198	2	1
12	445	233	1	1
12	382	12	1	1
12	445	231	1	1
21	117	99	1	1
12	445	230	1	1
21	117	100	1	1
12	445	227	2	1
12	445	224	1	1
21	117	101	1	1
12	445	208	1	1
12	478	6	1	1
12	54	120	1	1
12	384	2	1	1
12	323	2	1	1
21	154	7	1	1
21	154	8	1	1
12	323	1	1	1
12	296	4	1	1
21	154	10	1	1
12	296	3	1	1
12	327	105	1	1
21	154	12	1	1
21	140	17	1	1
12	289	47	1	1
12	57	73	1	1
12	289	45	1	1
12	289	43	1	1
12	289	42	1	1
12	289	41	1	1
21	191	38	1	1
21	191	42	1	1
12	289	49	1	1
12	338	16	1	1
21	132	148	2	1
12	382	11	1	1
21	132	149	2	1
12	382	7	1	1
12	382	6	1	1
12	382	5	1	1
12	382	2	1	1
12	382	1	1	1
12	323	3	1	1
12	360	100	1	1
12	289	35	1	1
12	338	13	1	1
21	132	151	2	1
12	330	5	6	1
12	327	124	1	1
21	132	152	2	1
12	327	123	1	1
12	327	122	1	1
12	327	121	1	1
21	132	150	2	1
10	289	25	1	1
10	289	49	1	1
10	289	47	1	1
10	289	46	1	1
10	289	45	1	1
10	289	43	1	1
10	289	41	1	1
10	289	39	1	1
10	289	33	1	1
10	154	8	1	1
10	289	31	1	1
10	330	4	4	1
21	445	203	1	1
21	445	208	1	1
10	258	4	1	1
10	258	3	1	1
10	245	2	1	1
10	191	38	1	1
10	154	11	1	1
10	433	104	1	1
10	289	32	1	1
21	445	139	1	1
21	327	108	1	1
10	386	1	3	1
10	384	3	1	1
10	384	2	1	1
10	382	11	1	1
10	382	8	1	1
10	382	7	1	1
10	382	6	1	1
21	445	200	1	1
10	382	5	1	1
10	327	105	1	1
21	445	144	1	1
10	382	2	1	1
21	445	197	1	1
10	338	16	1	1
10	338	13	1	1
10	330	6	1	1
10	330	5	5	1
21	445	198	1	1
10	154	7	1	1
21	445	137	1	1
21	497	18	1	1
21	497	17	1	1
10	117	78	1	1
10	117	70	1	1
10	117	67	1	1
10	117	60	2	1
10	117	35	1	1
10	89	17	1	1
10	57	82	1	1
10	154	10	1	1
10	57	80	1	1
10	117	88	1	1
10	57	79	2	1
10	57	66	1	1
10	54	123	1	1
10	54	121	1	1
10	54	120	1	1
10	54	116	1	1
10	54	113	1	1
21	497	19	1	1
10	57	81	1	1
10	117	96	1	1
10	140	17	2	1
10	140	16	1	1
10	132	152	1	1
21	445	230	1	1
10	132	151	1	1
10	132	150	1	1
10	132	149	1	1
21	445	231	1	1
10	117	87	1	1
10	117	97	1	1
21	445	233	1	1
10	117	95	1	1
10	117	94	1	1
10	117	93	1	1
10	117	92	1	1
21	445	232	1	1
10	117	91	1	1
10	117	90	1	1
10	117	89	1	1
10	445	104	1	1
10	132	148	1	1
21	384	1	1	1
21	382	2	1	1
10	650	2	1	1
10	646	101	2	1
10	610	5	1	1
21	382	5	1	1
21	382	6	1	1
10	610	4	1	1
21	382	7	2	1
10	539	3	1	1
10	610	3	1	1
10	650	3	1	1
10	610	2	1	1
10	610	1	1	1
21	384	2	1	1
21	384	3	1	1
10	565	151	2	1
21	384	4	1	1
10	565	144	1	1
10	386	2	1	1
21	382	11	1	1
12	54	115	1	1
12	57	68	1	1
21	327	105	1	1
12	57	66	1	1
12	54	125	1	1
12	54	124	1	1
12	54	123	2	1
12	54	122	1	1
12	54	121	1	1
21	338	17	1	1
12	54	116	2	1
21	338	13	1	1
21	327	121	1	1
12	54	113	1	1
12	54	108	1	1
10	750	5	1	1
10	744	102	1	1
10	744	101	1	1
21	330	4	2	1
21	330	5	2	1
10	537	15	1	1
12	528	9	1	1
10	445	216	1	1
10	525	2	1	1
10	510	8	1	1
10	510	7	1	1
10	497	24	1	1
10	445	233	1	1
10	445	232	1	1
10	445	231	1	1
10	445	230	1	1
10	565	126	1	1
10	445	224	1	1
21	395	6	1	1
10	445	208	1	1
10	445	203	1	1
21	445	131	1	1
10	445	200	1	1
10	445	197	1	1
10	445	144	1	1
10	445	139	1	1
10	445	137	1	1
10	445	229	1	1
10	536	3	2	1
10	537	12	1	1
10	537	11	1	1
10	537	10	1	1
21	386	1	3	1
10	537	4	1	1
10	537	3	1	1
10	537	2	1	1
10	536	7	1	1
10	528	6	4	1
10	536	4	1	1
10	528	7	2	1
10	536	2	1	1
21	395	2	1	1
21	395	3	1	1
10	528	14	1	1
10	528	13	1	1
21	395	4	1	1
21	395	5	1	1
10	528	10	1	1
21	323	3	1	1
10	536	5	1	1
18	289	45	1	1
18	338	13	1	1
18	330	5	2	1
18	330	4	2	1
18	327	124	1	1
18	327	105	1	1
18	323	1	1	1
20	140	16	1	1
18	245	2	1	1
18	289	47	1	1
18	338	17	1	1
18	289	43	1	1
18	289	41	1	1
18	289	35	1	1
18	289	33	1	1
18	289	32	1	1
18	289	31	1	1
18	289	25	1	1
18	117	68	1	1
18	289	49	1	1
18	384	5	1	1
18	445	106	1	1
18	445	104	1	1
18	395	6	1	1
18	395	5	1	1
18	395	4	1	1
18	395	3	1	1
20	132	151	1	1
18	395	2	1	1
20	132	152	1	1
18	386	1	1	1
18	338	16	1	1
18	384	3	1	1
18	384	2	1	1
18	382	11	1	1
18	382	7	1	1
18	382	6	1	1
18	382	5	1	1
18	382	2	1	1
18	191	38	1	1
18	386	2	1	1
18	117	91	1	1
20	289	32	1	1
18	117	99	1	1
20	289	33	1	1
18	117	97	1	1
20	289	41	1	1
18	117	96	1	1
18	117	95	1	1
20	140	17	1	1
18	117	92	1	1
20	258	2	1	1
18	117	90	1	1
18	117	89	1	1
18	117	88	1	1
18	117	87	1	1
18	117	81	1	1
18	117	78	1	1
18	117	71	1	1
12	528	7	4	1
18	117	93	1	1
18	132	137	1	1
18	154	12	1	1
18	154	8	1	1
18	154	7	2	1
18	140	17	1	1
18	140	16	1	1
18	139	215	1	1
18	132	152	1	1
18	132	151	1	1
20	289	31	1	1
18	132	149	1	1
20	289	25	1	1
18	117	101	1	1
20	154	7	1	1
18	117	100	1	1
20	154	8	1	1
20	154	11	1	1
20	191	38	1	1
20	245	2	1	1
18	445	131	1	1
18	132	150	1	1
18	646	101	2	1
20	54	113	1	1
20	54	100	1	1
18	750	5	1	1
20	117	92	1	1
20	117	93	1	1
20	117	95	1	1
18	744	102	1	1
18	445	107	1	1
18	650	2	1	1
20	54	121	1	1
18	610	5	1	1
18	610	4	1	1
20	117	96	1	1
18	610	3	1	1
18	610	1	1	1
18	565	151	1	1
18	565	149	2	1
18	565	144	1	1
18	744	101	1	1
20	57	82	1	1
20	117	88	1	1
20	117	87	1	1
20	117	81	1	1
20	117	90	1	1
20	117	79	1	1
20	117	71	-1	1
20	117	68	1	1
20	117	67	1	1
20	54	116	1	1
20	89	414	1	1
20	54	120	1	1
20	57	81	1	1
20	57	79	1	1
20	57	73	1	1
20	57	66	1	1
20	54	125	1	1
20	54	123	1	1
20	54	122	1	1
18	537	15	1	1
20	117	91	1	1
18	445	203	1	1
20	117	97	1	1
18	497	19	1	1
18	445	233	1	1
18	445	232	1	1
18	445	231	1	1
18	445	230	1	1
20	132	149	1	1
18	445	229	2	1
20	132	148	1	1
18	445	208	1	1
18	497	24	1	1
18	445	200	1	1
18	445	197	1	1
18	445	144	1	1
18	445	139	1	1
18	445	138	1	1
18	445	137	1	1
20	132	150	1	1
18	117	67	1	1
18	445	224	1	1
18	528	10	2	1
18	445	129	1	1
18	537	14	1	1
18	537	10	1	1
18	537	3	1	1
18	536	7	1	1
20	117	99	1	1
18	536	6	1	1
18	536	5	1	1
18	497	22	1	1
18	536	3	1	1
18	565	126	1	1
18	528	9	2	1
18	528	8	1	1
18	528	7	5	1
18	528	6	5	1
18	525	2	-1	1
20	117	100	1	1
18	514	12	1	1
20	132	137	1	1
18	536	4	1	1
12	610	2	1	1
21	54	120	1	1
21	54	121	1	1
21	54	123	1	1
21	54	125	2	1
21	57	66	1	1
12	646	101	1	1
12	642	100	1	1
12	565	126	1	1
12	610	4	1	1
12	646	105	1	1
12	610	1	1	1
21	57	73	1	1
21	57	79	1	1
12	568	7	1	1
12	565	150	1	1
12	565	149	1	1
12	565	148	1	1
20	289	43	1	1
12	610	5	1	1
12	744	102	1	1
20	610	1	1	1
20	610	2	1	1
20	610	3	1	1
12	750	10	1	1
20	646	101	1	1
20	650	3	1	1
20	744	101	1	1
12	750	9	1	1
12	646	103	1	1
20	750	5	1	1
12	646	104	1	1
12	744	101	1	1
21	54	100	1	1
21	54	113	1	1
12	744	100	1	1
21	54	116	1	1
12	650	3	1	1
12	650	2	1	1
12	539	4	1	1
12	750	5	1	1
12	514	15	1	1
12	528	11	1	1
12	528	10	1	1
20	117	89	1	1
12	528	8	1	1
12	528	6	4	1
12	525	4	1	1
12	525	2	1	1
21	57	80	1	1
21	117	70	1	1
12	536	3	1	1
21	117	71	1	1
21	117	80	1	1
21	117	81	1	1
12	514	12	1	1
21	117	87	1	1
12	497	24	1	1
12	497	23	1	1
12	497	20	1	1
21	117	67	1	1
12	537	4	1	1
12	537	16	1	1
12	537	15	2	1
12	537	14	2	1
21	57	81	1	1
21	89	17	1	1
21	117	35	1	1
21	117	60	1	1
12	537	12	1	1
12	528	14	1	1
12	537	10	1	1
12	536	2	1	1
12	537	3	1	1
12	537	2	2	1
21	117	64	1	1
12	536	7	1	1
12	536	6	1	1
12	536	5	1	1
12	536	4	1	1
20	565	144	1	1
12	537	11	1	1
20	395	6	1	1
20	384	3	1	1
20	384	5	1	1
18	117	35	1	1
20	386	1	1	1
20	386	2	1	1
20	395	2	1	1
20	395	3	1	1
20	565	151	1	1
20	395	5	1	1
20	382	11	1	1
20	445	104	1	1
20	445	120	1	1
20	445	131	1	1
20	445	137	1	1
10	54	100	2	1
20	445	139	1	1
20	445	144	2	1
20	445	197	1	1
20	395	4	1	1
20	338	13	1	1
20	289	45	1	1
20	289	46	1	1
20	289	47	1	1
20	289	49	1	1
20	323	1	1	1
20	323	3	1	1
20	327	105	1	1
20	327	124	1	1
20	384	2	1	1
20	330	5	2	1
20	384	1	1	1
20	338	16	1	1
20	338	17	1	1
3	29	198	1	1
20	382	2	1	1
42	642	101	1	1
20	382	6	1	1
20	382	7	1	1
20	445	224	1	1
20	330	4	3	1
18	54	121	1	1
20	445	200	1	1
20	536	4	1	1
20	536	5	1	1
20	536	6	1	1
20	536	7	1	1
20	537	2	1	1
20	537	4	1	1
20	537	10	1	1
20	536	3	1	1
20	537	12	1	1
20	536	2	1	1
18	54	120	1	1
18	54	116	1	1
20	537	14	1	1
20	537	15	1	1
20	565	126	1	1
18	54	113	1	1
18	54	100	1	1
21	117	88	1	1
18	54	122	1	1
18	57	73	1	1
20	565	148	1	1
20	445	229	1	1
20	445	230	2	1
20	445	231	1	1
20	445	232	1	1
20	445	233	1	1
18	57	82	1	1
18	57	81	1	1
18	54	123	1	1
20	497	20	1	1
20	445	203	1	1
20	514	12	1	1
18	57	66	1	1
20	514	15	1	1
20	525	2	1	1
20	528	6	2	1
20	528	7	4	1
18	54	125	2	1
20	528	10	2	1
18	57	79	2	1
4	154	3	1	1
4	117	101	1	1
4	258	4	2	1
4	258	3	1	1
4	258	2	1	1
4	191	38	2	1
4	156	106	1	1
4	154	12	1	1
4	154	11	1	1
4	289	31	1	1
4	154	7	1	1
4	289	32	1	1
4	140	17	1	1
4	140	16	1	1
4	132	152	2	1
4	132	151	2	1
4	132	150	2	1
4	132	149	2	1
4	132	148	2	1
4	132	147	1	1
3	750	6	1	1
4	154	8	1	1
4	323	2	1	1
4	338	13	1	1
4	330	6	1	1
4	330	5	5	1
4	330	4	4	1
4	327	122	1	1
4	327	121	1	1
4	327	111	1	1
4	327	110	1	1
4	289	25	1	1
4	327	105	1	1
4	117	100	1	1
4	323	1	1	1
4	289	49	1	1
4	289	47	1	1
4	289	46	1	1
4	289	43	1	1
4	289	42	1	1
4	289	41	1	1
4	289	35	1	1
4	289	33	2	1
4	327	108	1	1
4	54	125	1	1
4	132	137	1	1
4	89	510	1	1
4	89	44	1	1
4	89	17	1	1
4	57	82	2	1
4	57	81	2	1
4	57	80	2	1
4	57	79	3	1
4	89	654	1	1
4	57	66	1	1
4	117	9	1	1
4	54	123	1	1
4	54	121	1	1
4	54	120	1	1
4	54	116	1	1
4	54	113	1	1
4	54	108	1	1
4	54	100	1	1
3	750	8	1	1
4	750	5	1	1
4	57	73	1	1
4	117	88	1	1
4	117	99	1	1
4	117	97	1	1
4	117	96	1	1
4	117	95	1	1
4	117	94	1	1
4	117	93	1	1
4	117	92	1	1
4	117	91	1	1
4	89	535	1	1
4	117	89	1	1
4	338	17	1	1
4	117	87	1	1
4	117	81	2	1
4	117	80	1	1
4	117	78	1	1
4	117	71	1	1
4	117	67	1	1
4	117	64	1	1
4	117	51	1	1
4	117	35	1	1
4	117	90	1	1
4	536	5	1	1
4	338	14	1	1
4	537	14	2	1
4	537	12	1	1
4	537	11	1	1
4	537	10	1	1
4	537	4	1	1
4	537	3	1	1
4	537	2	1	1
4	539	1	1	1
4	536	7	1	1
4	539	2	1	1
4	536	4	1	1
4	536	3	1	1
4	536	2	1	1
4	528	13	1	1
4	528	12	1	1
4	528	10	1	1
4	528	9	1	1
4	528	8	1	1
4	528	7	4	1
4	537	1	1	1
4	610	4	1	1
9	289	46	1	1
4	744	102	1	1
4	744	101	2	1
4	744	100	1	1
4	650	4	1	1
4	650	2	1	1
4	646	105	1	1
4	646	103	1	1
4	537	15	2	1
4	610	5	1	1
4	514	11	1	1
4	610	3	2	1
4	610	2	1	1
4	610	1	1	1
4	568	8	1	1
4	568	7	1	1
4	565	151	1	1
4	565	148	1	1
4	539	4	1	1
4	539	3	1	1
4	646	101	2	1
4	384	2	1	1
4	395	6	1	1
4	395	5	1	1
4	395	4	1	1
4	395	3	1	1
4	395	2	1	1
4	386	2	1	1
4	384	6	1	1
4	384	5	1	1
4	528	6	5	1
4	384	3	1	1
4	445	120	1	1
4	384	1	1	1
4	382	11	1	1
4	382	6	1	1
4	382	5	1	1
4	382	4	1	1
4	382	2	1	1
4	382	1	1	1
4	360	100	1	1
3	750	5	1	1
4	384	4	1	1
4	445	200	1	1
4	338	16	1	1
4	497	24	1	1
4	497	23	1	1
4	497	20	1	1
4	497	19	1	1
4	497	17	1	1
4	445	233	1	1
4	445	232	1	1
4	445	230	2	1
4	433	105	1	1
4	445	203	1	1
4	445	106	1	1
4	445	199	1	1
4	445	198	1	1
4	445	144	2	1
4	445	139	1	1
4	445	138	1	1
4	445	137	2	1
4	445	131	1	1
4	445	129	1	1
4	525	2	1	1
4	445	208	2	1
3	156	106	1	1
3	117	101	1	1
3	289	31	1	1
3	289	25	1	1
3	258	4	1	1
3	258	3	1	1
3	258	2	1	1
3	245	11	1	1
3	245	6	1	1
3	289	33	1	1
3	156	107	1	1
3	289	35	1	1
3	156	105	1	1
3	154	12	1	1
3	154	11	1	1
3	154	8	1	1
3	154	7	1	1
3	140	17	1	1
3	140	16	1	1
3	132	147	1	1
3	750	7	1	1
3	191	38	1	1
3	323	2	1	1
3	338	13	2	1
3	338	9	1	1
3	330	6	1	1
3	330	5	5	1
3	330	4	7	1
3	327	121	2	1
3	327	111	1	1
3	327	110	1	1
3	289	32	1	1
3	323	3	1	1
3	117	100	1	1
3	323	1	1	1
3	289	49	1	1
3	289	47	1	1
3	289	46	1	1
3	289	45	1	1
3	289	43	1	1
3	289	42	1	1
3	289	41	1	1
3	289	38	1	1
3	327	108	1	1
3	57	73	1	1
3	132	142	1	1
3	89	544	1	1
3	89	469	1	1
3	89	446	1	1
3	89	44	1	1
3	89	26	1	1
3	57	82	1	1
3	57	81	2	1
3	117	9	1	1
3	57	79	2	1
3	117	51	1	1
3	57	66	1	1
3	54	125	1	1
3	54	123	1	1
3	54	121	1	1
3	54	120	1	1
3	54	116	1	1
3	54	113	1	1
3	54	108	1	1
3	54	100	1	1
3	57	80	1	1
3	117	88	1	1
3	117	99	1	1
3	117	97	1	1
3	117	96	1	1
3	117	95	1	1
3	117	94	1	1
3	117	93	1	1
3	117	92	1	1
3	117	91	1	1
3	89	666	1	1
3	117	89	1	1
3	360	100	1	1
3	117	87	1	1
3	117	83	2	1
3	117	81	1	1
3	117	80	1	1
3	117	78	1	1
3	117	71	1	1
3	117	67	1	1
3	117	64	1	1
3	117	60	1	1
3	117	90	1	1
3	536	5	1	1
3	338	14	1	1
3	537	12	1	1
3	537	11	2	1
3	537	10	1	1
3	537	4	1	1
3	537	3	1	1
3	537	2	1	1
3	537	1	1	1
